 dataset_id,id,areas,bathymetry,class,Latitude,Longitude,family,infraphylum,order,parvphylum,phylum,scientificName,shoredistance,subphylum,originalScientificName
c24bf1c2-2c62-4056-a841-56d94e6e876a,ea223825-9d96-4785-b7d5-0cf13081a634,"[248, 252, 31904]",12,Teleostei,-5.344170094,72.20916748,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma dalerocheila,563,Vertebrata,Trimma dalerocheila
c24bf1c2-2c62-4056-a841-56d94e6e876a,196d8ce9-1a12-441d-9dc9-a513514c8b16,"[218, 219, 10161, 20914, 40030, 31904]",15,Teleostei,-27.52194405,32.68972397,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Barbuligobius boehlkei,1501,Vertebrata,Barbuligobius boehlkei
c24bf1c2-2c62-4056-a841-56d94e6e876a,807bf622-0f05-4820-8e07-d2d89f9d5af6,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.35888672,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Gnatholepis anjerensis,2034,Vertebrata,Gnatholepis anjerensis
c24bf1c2-2c62-4056-a841-56d94e6e876a,826ff5d1-ccc7-4c03-81f8-1d25a6558b7a,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Fusigobius duospilus,2008,Vertebrata,Fusigobius duospilus
c24bf1c2-2c62-4056-a841-56d94e6e876a,7f7afc6a-5b1c-4f5c-938c-e06ada9a6677,"[248, 252, 31904]",12,Teleostei,-5.344166756,72.20916748,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Oxycheilinus arenatus,563,Vertebrata,Oxycheilinus arenatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,f7c45f99-4806-4b0a-a9b9-1e386a28479d,"[248, 252, 31904]",4,Teleostei,-5.384166718,71.7583313,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Ecsenius midas,1154,Vertebrata,Ecsenius midas
c24bf1c2-2c62-4056-a841-56d94e6e876a,896dfa90-7f06-4dac-a332-5ea1d1140e6e,"[218, 219, 10057, 10161, 20914, 40030, 31904]",54,Teleostei,-26.88332939,32.91667175,Cirrhitidae,Gnathostomata,Centrarchiformes,Osteichthyes,Chordata,Cirrhitichthys oxycephalus,3210,Vertebrata,Cirrhitichthys oxycephalus
c24bf1c2-2c62-4056-a841-56d94e6e876a,6e087f1f-a491-476d-a7bf-5e8640ec77e0,"[248, 252, 31904]",14,Teleostei,-5.428055763,71.76166534,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Labroides dimidiatus,973,Vertebrata,Labroides dimidiatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,b7f07d24-3ab3-4158-adb1-11d808d8d3e3,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Amblygobius tekomaji,550,Vertebrata,Amblygobius tekomaji
c24bf1c2-2c62-4056-a841-56d94e6e876a,fd482e30-d609-4437-aeb9-f5fdbc2ba3c4,"[248, 252, 31904]",15,Teleostei,-5.43194437,71.7555542,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Thalassoma trilobatum,542,Vertebrata,Thalassoma trilobatum
c24bf1c2-2c62-4056-a841-56d94e6e876a,62699b36-0269-41e8-9e8b-776912fb2bb0,"[218, 219, 10057, 10161, 20914, 40030, 31904]",75,Teleostei,-27.79000092,32.6483345,Hemerocoetidae,Gnathostomata,Acropomatiformes,Osteichthyes,Chordata,Pteropsaron natalensis,3934,Vertebrata,Osopsaron natalensis
c24bf1c2-2c62-4056-a841-56d94e6e876a,83be7a18-2bd8-45f0-9b9f-86e2c4c7dad5,"[248, 252, 31904]",6,Teleostei,-7.411110878,72.44166565,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Abudefduf sordidus,662,Vertebrata,Abudefduf sordidus
c24bf1c2-2c62-4056-a841-56d94e6e876a,e2188a91-c51e-44d0-81a4-0c6031abbe25,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Chlorurus gibbus,2008,Vertebrata,Chlorurus gibbus
c24bf1c2-2c62-4056-a841-56d94e6e876a,daddaf0b-f322-4716-9bf4-3994b15212a1,"[248, 252, 31904]",2,Teleostei,-5.44444418,71.8172226,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Scarus frenatus,2008,Vertebrata,Scarus frenatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,64b9d612-58f7-48c1-a037-6ecccdc87e30,"[248, 252, 31904]",22,Teleostei,-5.450833321,71.81583405,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Apogon erythrosoma,1282,Vertebrata,Apogon erythrosoma
c24bf1c2-2c62-4056-a841-56d94e6e876a,a23f0988-d7da-447b-ac50-6cd7860db2b8,"[8, 9, 40045, 31904]",1,Teleostei,-20.41666603,116.9166641,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Plectroglyphidodon obreptus,812,Vertebrata,Stegastes obreptus
c24bf1c2-2c62-4056-a841-56d94e6e876a,81851b4d-d7f5-4f37-a5ae-22a0104f535c,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon auriga,550,Vertebrata,Chaetodon auriga
c24bf1c2-2c62-4056-a841-56d94e6e876a,277458aa-9aab-4796-9da7-3f0b4f51e449,"[248, 252, 31904]",51,Teleostei,-5.314722061,72.23166656,Holocentridae,Gnathostomata,Holocentriformes,Osteichthyes,Chordata,Myripristis violacea,155,Vertebrata,Myripristis violaceus
c24bf1c2-2c62-4056-a841-56d94e6e876a,c78f4ce5-56a7-4773-b41b-8f4d4fb6d919,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Haemulidae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Plectorhinchus vittatus,1769,Vertebrata,Plectorhinchus vittatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,d232bbfa-4ae3-4e7a-84d4-9995ad5552f7,"[248, 252, 31904]",-1,Teleostei,-7.345833302,72.46138763,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus miliaris,483,Vertebrata,Epinephelus miliaris
c24bf1c2-2c62-4056-a841-56d94e6e876a,4338ba5c-295b-4dd2-be01-ec93a9f98e61,"[248, 252, 31904]",2,Teleostei,-6.139999866,71.56443787,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Paragobiodon modestus,4136,Vertebrata,Paragobiodon modestus
c24bf1c2-2c62-4056-a841-56d94e6e876a,9b35e102-bced-41ad-88dc-b9f1193ab42a,"[248, 252, 31904]",4015,Teleostei,-5.406944275,70.76611328,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Priolepis cincta,105854,Vertebrata,Priolepis cinctus
c24bf1c2-2c62-4056-a841-56d94e6e876a,446293ac-c523-4759-a2d5-3bf3b65461bd,"[8, 9, 40045, 31904]",407,Teleostei,-12.53333282,123.3333359,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Stethojulis bandanensis,23817,Vertebrata,Stethojulis bandanensis
c24bf1c2-2c62-4056-a841-56d94e6e876a,833066ad-f7f6-4a9b-a081-e6f2cfec18c0,"[115, 10126, 31904]",190,Teleostei,-0.943333328,100.1366653,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma sanguinellum,20443,Vertebrata,Trimma sanguinellus
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff49b179-7c8c-45d9-a1ac-5f6163834a42,"[248, 252, 31904]",12,Teleostei,-5.34388876,72.21055603,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Zapogon evermanni,710,Vertebrata,Apogon evermanni
c24bf1c2-2c62-4056-a841-56d94e6e876a,0f8c7e3e-aac0-41f7-86c8-db941d0c6588,"[248, 252, 31904]",14,Teleostei,-5.428055763,71.76166534,Pomacentridae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Chromis atripectoralis,973,Vertebrata,Chromis atripectoralis
c24bf1c2-2c62-4056-a841-56d94e6e876a,4cdf2364-0226-421e-83c9-15669d0fd6fd,"[248, 252, 31904]",-1,Teleostei,-5.442222118,71.76333618,Congridae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Conger cinereus,739,Vertebrata,Conger cinereus
c24bf1c2-2c62-4056-a841-56d94e6e876a,988046f9-c485-4dcb-9af6-aa5a093c03ba,"[248, 252, 31904]",23,Teleostei,-5.434166908,71.76444244,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus fasciatus,1177,Vertebrata,Epinephelus fasciatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,87041ae6-c588-471f-8a87-98ff1acafe7a,"[248, 252, 31904]",23,Teleostei,-5.434166908,71.76444244,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Valenciennea sexguttata,1177,Vertebrata,Valenciennea sexguttata
c24bf1c2-2c62-4056-a841-56d94e6e876a,d6f67d11-a80a-474a-95f2-55aaeb8b19cd,"[248, 252, 31904]",15,Teleostei,-5.354444504,72.21583557,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Cheilinus fasciatus,727,Vertebrata,Cheilinus fasciatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,4a88a380-2d1e-432b-8997-070f19612bb6,"[248, 252, 31904]",2236,Teleostei,-8.188611031,72.37999725,Syngnathidae,Gnathostomata,Syngnathiformes,Osteichthyes,Chordata,Choeroichthys sculptus,82972,Vertebrata,Choeroichthys sculptus
c24bf1c2-2c62-4056-a841-56d94e6e876a,d38d503f-a25a-4caa-81f2-79d5a069a60f,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Apogon campbelli,3155,Vertebrata,Apogon campbelli
c24bf1c2-2c62-4056-a841-56d94e6e876a,5fb4ebfd-3e93-4439-9c93-36c631da15c4,"[218, 219, 10161, 20914, 40030, 31904]",52,Teleostei,-27.5027771,32.70194626,Ophidiidae,Gnathostomata,Ophidiiformes,Osteichthyes,Chordata,Brotula multibarbata,2241,Vertebrata,Brotula multibarbata
c24bf1c2-2c62-4056-a841-56d94e6e876a,c79ba234-53e1-4cdc-8a5c-1205f703e0b0,"[248, 252, 31904]",10,Teleostei,-5.301111221,72.26222229,Pseudochromidae,Gnathostomata,Ovalentaria incertae sedis,Osteichthyes,Chordata,Chlidichthys chagosensis,633,Vertebrata,Chlidichthys chagosensis
c24bf1c2-2c62-4056-a841-56d94e6e876a,a55eed88-d420-4f4b-a7a0-3dac07bde961,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Bythitidae,Gnathostomata,Ophidiiformes,Osteichthyes,Chordata,Diancistrus alleni,3155,Vertebrata,Diancistrus alleni
c24bf1c2-2c62-4056-a841-56d94e6e876a,0a0acae0-cb11-4ebf-a415-a5c7b3d98d88,"[248, 252, 31904]",4,Teleostei,-5.384166718,71.7583313,Pomacanthidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Pomacanthus imperator,1154,Vertebrata,Pomacanthus imperator
c24bf1c2-2c62-4056-a841-56d94e6e876a,2780432f-89ab-48a7-9dcf-c8faae2ec0d4,"[248, 252, 31904]",12,Teleostei,-5.344170094,72.20916748,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Priolepis inhaca,563,Vertebrata,Priolepis inhaca
c24bf1c2-2c62-4056-a841-56d94e6e876a,8094ece6-9b76-4c3e-acd8-c1ce4ffaf4dc,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.35888672,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Stethojulis albovittata,2034,Vertebrata,Stethojulis albovittata
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff315939-9bf1-40d2-980e-de72a1560b9e,"[248, 252, 31904]",5,Teleostei,-5.314722061,72.24833679,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Cirripectes perustus,1223,Vertebrata,Cirripectes perustus
c24bf1c2-2c62-4056-a841-56d94e6e876a,0d66665b-b14a-454e-9728-cb2413b3041e,"[248, 252, 31904]",8,Teleostei,-5.407222271,71.76611328,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Eviota zebrina,1350,Vertebrata,Eviota zebrina
c24bf1c2-2c62-4056-a841-56d94e6e876a,6e25ef92-e041-405d-b328-76dcf26c5df5,"[248, 252, 31904]",12,Teleostei,-5.344722271,72.20999908,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Pseudocheilinus octotaenia,637,Vertebrata,Pseudocheilinus octotaenia
c24bf1c2-2c62-4056-a841-56d94e6e876a,6c2c500d-d2dc-4123-a1da-a4e6d2b62673,"[248, 252, 31904]",15,Teleostei,-5.355000019,72.21611023,Muraenidae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Uropterygius concolor,666,Vertebrata,Uropterygius concolor
c24bf1c2-2c62-4056-a841-56d94e6e876a,7f67435d-e510-48bc-bb01-abaf78519594,"[1, 114, 10038, 31904]",5256,Teleostei,-6.0,81.0,Zenarchopteridae,Gnathostomata,Beloniformes,Osteichthyes,Chordata,Nomorhamphus ebrardtii,950378,Vertebrata,Dermogenys ebrardti
c24bf1c2-2c62-4056-a841-56d94e6e876a,de3d1566-b340-4d5e-b7c6-f5de69ca59bc,"[248, 252, 31904]",14,Elasmobranchii,-5.432222366,71.76166534,Ginglymostomatidae,Gnathostomata,Orectolobiformes,Chondrichthyes,Chordata,Nebrius ferrugineus,971,Vertebrata,Nebrius ferrugineus
c24bf1c2-2c62-4056-a841-56d94e6e876a,d4339463-db2d-48b0-a7a1-c49e85242194,"[248, 252, 31904]",22,Teleostei,-5.450555801,71.81194305,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Plagiotremus rhinorhynchos,1275,Vertebrata,Plagiotremus rhinorhynchos
c24bf1c2-2c62-4056-a841-56d94e6e876a,dc199b4d-d7f7-4109-84b3-b240947c2f6a,"[218, 219, 10161, 20914, 40030, 31904]",36,Teleostei,-27.5316658,32.6930542,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Plagiotremus tapeinosoma,1584,Vertebrata,Plagiotremus tapeinosoma
c24bf1c2-2c62-4056-a841-56d94e6e876a,7b3ce812-07af-41ba-bf26-da79e3e977c4,"[212, 31904]",4860,Teleostei,-5.150000095,51.5,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Bodianus mesothorax,180634,Vertebrata,Bodianus mesothorax
c24bf1c2-2c62-4056-a841-56d94e6e876a,703c1134-989b-42f4-b13e-8f39fc672718,"[248, 252, 31904]",5,Teleostei,-5.314722061,72.24833679,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon trifasciatus,1223,Vertebrata,Chaetodon trifasciatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,00c5d986-1103-478c-a0cb-cd44bb273dc3,"[248, 252, 31904]",4,Teleostei,-5.422500134,71.78111267,Blenniidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Ecsenius nalolo,3155,Vertebrata,Ecsenius nalolo
c24bf1c2-2c62-4056-a841-56d94e6e876a,2a9f6490-7c95-4e6b-b71b-94898d79a2ae,"[218, 219, 10161, 20914, 40030, 31904]",22,Teleostei,-27.48472214,32.69916534,Holocentridae,Gnathostomata,Holocentriformes,Osteichthyes,Chordata,Myripristis kuntee,1364,Vertebrata,Myripristis kuntee
c24bf1c2-2c62-4056-a841-56d94e6e876a,fb160407-711b-4dd7-9a9c-a1908ec40754,"[248, 252, 31904]",13,Teleostei,-5.358889103,71.75861359,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Chlorurus enneacanthus,265,Vertebrata,Chlorurus enneacanthus
c24bf1c2-2c62-4056-a841-56d94e6e876a,b25e5d4e-d3fc-4d02-b69f-300b2c6d5a6d,"[248, 252, 31904]",-3,Teleostei,-5.416666508,71.75,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Gobiodon rivulatus,328,Vertebrata,Gobiodon rivulatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,f6dec9b1-ca07-422b-80ae-4f062872bd94,"[248, 252, 31904]",23,Teleostei,-5.433610916,71.76361084,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Thalassoma hardwicke,1105,Vertebrata,Thalassoma hardwicke
c24bf1c2-2c62-4056-a841-56d94e6e876a,9dd88191-0256-4e35-a5a0-e04e50500c5c,"[248, 252, 31904]",12,Teleostei,-5.344722271,72.20999908,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimmatom offucius,637,Vertebrata,Trimmatom offucius
c24bf1c2-2c62-4056-a841-56d94e6e876a,ff35ee34-07cc-431c-81ba-aa25cace3449,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Tetraodontidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Arothron nigropunctatus,550,Vertebrata,Arothron nigropunctatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,b483455d-7997-4f69-b63b-7a0828f45c93,"[9, 10, 31904]",-80,Teleostei,-10.46666622,105.5500031,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Trimma macrophthalmum,549,Vertebrata,Trimma macrophthalma
c24bf1c2-2c62-4056-a841-56d94e6e876a,3fb2d173-c186-409f-985f-dd53f06bb2fa,"[248, 252, 31904]",4,Elasmobranchii,-5.384444237,71.75027466,Carcharhinidae,Gnathostomata,Carcharhiniformes,Chondrichthyes,Chordata,Carcharhinus amblyrhynchos,1223,Vertebrata,Carcharhinus amblyrhynchos
c24bf1c2-2c62-4056-a841-56d94e6e876a,4b48eeb1-3636-491d-86ac-a8c84fde9848,"[248, 252, 31904]",4015,Teleostei,-5.406944275,70.76611328,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Fowleria marmorata,105854,Vertebrata,Fowleria marmorata
c24bf1c2-2c62-4056-a841-56d94e6e876a,f2d20fff-413b-41d0-84ef-69afbeae2c8d,"[248, 252, 31904]",15,Teleostei,-5.426944256,71.75777435,Synodontidae,Gnathostomata,Aulopiformes,Osteichthyes,Chordata,Synodus binotatus,538,Vertebrata,Synodus binotatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,55a7da49-a1d5-44cd-9166-613b9fe4c0a2,"[248, 252, 31904]",24,Teleostei,-5.399166584,71.74777985,Gobiidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Bryaninops loki,300,Vertebrata,Bryaninops loki
c24bf1c2-2c62-4056-a841-56d94e6e876a,a6b112eb-daa3-4be8-8429-60aebefd2641,"[218, 219, 10161, 20914, 40030, 31904]",36,Teleostei,-27.51888847,32.69777679,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Chaetodon kleinii,2266,Vertebrata,Chaetodon kleineii
c24bf1c2-2c62-4056-a841-56d94e6e876a,f9cc24c7-0841-4581-8d25-e231fcaf8fa3,"[248, 252, 31904]",10,Teleostei,-5.301111221,72.26222229,Tripterygiidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Enneapterygius abeli,633,Vertebrata,Enneapterygius abeli
c24bf1c2-2c62-4056-a841-56d94e6e876a,a7054176-a05e-4f34-96a2-b6dfa8197c27,"[248, 252, 31904]",12,Teleostei,-5.343333244,72.20944214,Microdesmidae,Gnathostomata,Gobiiformes,Osteichthyes,Chordata,Nemateleotris magnifica,625,Vertebrata,Nemateleotris magnifica
c24bf1c2-2c62-4056-a841-56d94e6e876a,1438ab66-b4d0-41bc-bde5-b94bf96b53d3,"[248, 252, 31904]",15,Teleostei,-5.429166794,71.7583313,Scaridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Scarus,640,Vertebrata,Scarus sp
c24bf1c2-2c62-4056-a841-56d94e6e876a,0c662396-3d0b-4c2e-85b8-34f7e284c73c,"[248, 252, 31904]",3,Teleostei,-5.411110878,71.76999664,Tripterygiidae,Gnathostomata,Blenniiformes,Osteichthyes,Chordata,Enneapterygius gruschkai,1835,Vertebrata,Enneapterygius gruschkai
c24bf1c2-2c62-4056-a841-56d94e6e876a,4522e810-8652-43b3-a914-6dd97d7ddd74,"[9, 10, 31904]",4636,Teleostei,-10.86666679,105.3333359,Myctophidae,Gnathostomata,Myctophiformes,Osteichthyes,Chordata,Myctophum nitidulum,45026,Vertebrata,Myctophum nitidulum
c24bf1c2-2c62-4056-a841-56d94e6e876a,4bbe38a7-8aee-4c26-b50e-89f87ee9040d,"[248, 252, 31904]",15,Teleostei,-5.354444504,72.21583557,Labridae,Gnathostomata,Eupercaria incertae sedis,Osteichthyes,Chordata,Cheilinus oxycephalus,727,Vertebrata,Cheilinus oxycephalus
c24bf1c2-2c62-4056-a841-56d94e6e876a,112723f8-2d80-48b3-943d-767bf632e71e,"[8, 9, 31904]",6,Teleostei,-30.08333397,114.9666672,Diodontidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Diodon holocanthus,929,Vertebrata,Diodon holocanthus
c24bf1c2-2c62-4056-a841-56d94e6e876a,14e33bcc-3946-42f6-967b-d1ff2f87be6c,"[248, 252, 31904]",16,Teleostei,-6.179166794,71.3638916,Balistidae,Gnathostomata,Tetraodontiformes,Osteichthyes,Chordata,Rhinecanthus aculeatus,2582,Vertebrata,Rhinecanthus aculeatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,f8a2e83f-56e8-4667-89cc-2ffe7ef36b87,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Pseudamiops,1769,Vertebrata,Pseudamiops sp 1
c24bf1c2-2c62-4056-a841-56d94e6e876a,e0637f3f-472c-46d4-9a6e-0b52c30eff72,"[248, 252, 31904]",-1,Teleostei,-5.442222118,71.76333618,Acanthuridae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Acanthurus lineatus,739,Vertebrata,Acanthurus lineatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,90759f9a-bb31-48b5-afbf-9152fdb57f02,"[212, 10146, 31904]",27,Teleostei,-4.550000191,55.45000076,Epinephelidae,Gnathostomata,Perciformes,Osteichthyes,Chordata,Epinephelus hexagonatus,1357,Vertebrata,Epinephelus hexagonatus
c24bf1c2-2c62-4056-a841-56d94e6e876a,4cc1f490-d282-474d-9c2b-fa9acde772c6,"[248, 252, 31904]",15,Teleostei,-5.355555534,72.21250153,Chaetodontidae,Gnathostomata,Acanthuriformes,Osteichthyes,Chordata,Heniochus monoceros,550,Vertebrata,Heniochus monoceros
c24bf1c2-2c62-4056-a841-56d94e6e876a,73b38e34-6705-4a81-9f71-a0b287c3ef7c,"[248, 252, 31904]",15,Teleostei,-5.429166794,71.7583313,Ophichthidae,Gnathostomata,Anguilliformes,Osteichthyes,Chordata,Leiuranus semicinctus,640,Vertebrata,Leiuranus semicinctus
c24bf1c2-2c62-4056-a841-56d94e6e876a,973da2ad-37be-45eb-8829-ff95f6985614,"[248, 252, 31904]",20,Teleostei,-5.445555687,71.79499817,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Pseudamiops gracilicauda,1769,Vertebrata,Pseudamiops gracilicauda
c24bf1c2-2c62-4056-a841-56d94e6e876a,71a430b4-12cf-4bb9-8fe8-441ad6ae6349,"[248, 252, 31904]",22,Teleostei,-5.450833321,71.81583405,Apogonidae,Gnathostomata,Kurtiformes,Osteichthyes,Chordata,Cheilodipterus artus,1282,Vertebrata,Cheilodipterus artus
